raw_affiliation,DOI
"Department of Surgery, Hospital Alvaro Cunqueiro, Vigo, Spain",2
"Department of Surgery, Hospital Universitario Ramón y Cajal, Madrid, Spain",2
"Department of Gastroenterology, Hospital Universitario Rio Hortega, Valladolid, Spain",2
"Department of Gastroenterology, Hospital Universitario Miguel Servet, Zaragoza, Spain",2
"Department of Surgery, Hospital Clínico Universitario San Carlos, Madrid, Spain",2
"Department of Surgery, Hospital Clínico Universitario Virgen de la Victoria, Málaga, Spain",2
"Department of Gastroenterology, Hospital General de Tomelloso, Tomelloso, Spain",2
"Hospital del Mar Research Institute (IMIM), Barcelona, Spain",2
"Lipids and Vascular Risk Unit, Internal Medicine, Hospital Universitario de Bellvitge, Hospitalet de Llobregat, Barcelona, Spain",2
"Hospital del Mar Research Institute (IMIM), Pompeu Fabra University (UPF), Barcelona, Spain",2
"Colorectal Surgery Unit, Vall d'Hebron University Hospital, Barcelona, Spain",2
"Department of Surgery, Hospital Clinic, Barcelona, Spain",2
"Servicio de Farmacia, Hospital del Mar, Barcelona, España",2
"Medical Oncology Department, Hospital General Universitario Santa Lucía, Cartagena, Spain",2
Department of Hematology Hospital del Mar Barcelona Spain,2
"Department of Surgery, University Hospital del Mar , Barcelona , Spain",2
"Medical Oncology Department, Hospital Galdakao-Usansolo, Galdakao-Usansolo, Spain",2
Department of Gastroenterology Hospital Universitario Ramón y Cajal  Madrid Spain,2
"Servicio de Cirugía Torácica, Hospital Universitario Virgen del Rocío, Sevilla, Spain",2
"Pharmacy Department, Consorci Hospitalari de Vic, Vic, Spain",2
"Hospital d'Igualada, Igualada, Spain",2
"Department of HBP and Liver Transplant Surgery, Hospital Universitario de Badajoz, Badajoz, Spain",2
"Medical Oncology Department, Hospital Clínic, Barcelona, Spain",2
"Centro de Investigación Biomédica en Red de Enfermedades Infecciosas (CIBERINFEC), Instituto de Salud Carlos III, 28029 Madrid, Spain",2
"Medical Oncology Department, Hospital Clinic, IDIBAPS, Barcelona, Spain",2
"Servicio de Neumología, Instituto de Investigación Sanitaria, Hospital Universitario de la Princesa, Madrid, Spain",2
"Hospital Universitario, Guadalajara, Spain",2
"Servicio de Neumología, Hospital del Mar-IMIM, UPF, CIBERES, Barcelona, Spain",2
"Department of Dermatology, Hospital del Mar-Parc de Salut Mar (Barcelona), Spain",2
"Centro de Investigación Biomédica en Red de Enfermedades Respiratorias (CIBERES), Instituto de Salud Carlos III, Madrid, Spain",2
"Hospital del Mar/Parc de Salut Mar and Barcelona Biomedical Research Park, Barcelona, Spain",2
"Hospital Universitario de León, León, Spain.",2
"Medical Oncology Department, Hospital Santa Lucía, Cartagena, Spain",2
"Servicio de Reumatología, H. del Mar, Barcelona, Spain",2
"Servicio de Reumatología, H. Universitario Virgen del Rocío, Sevilla, Spain",2
"Servicio de Reumatología, H. Clínica Universitaria de Navarra, Madrid, Spain",2
"Servicio de Cirugía Torácica, Hospital Universitario Miguel Servet y Hospital Clínico Universitario Lozano Blesa, IIS Aragón, Zaragoza, Spain",2
"Department of Hematology, Health Research Institute IIS-FJD, Fundacion Jimenez Diaz University Hospital, Madrid, Spain",2
"Department of Surgery, Hospital Universitario Cruces, Baracaldo, Spain",2
"Department of Surgery, Hospital Universitario Basurto, Bilbao, Spain",2
"Hospital Universitario de Salamanca, IBSAL, CIBER CV, Salamanca, Spain",2
"Medical Oncology Department, Hospital San Pedro, Logroño, Spain",2
"Servicio de Radiología, Hospital del Mar, Barcelona, Spain",2
"Centro de Investigación Biomédica en Red Fisiopatología de La Obesidad y La Nutrición (CIBEROBN), Institute of Health Carlos III, Madrid, Spain",2
"Servicio de Cirugía Torácica, Hospital Universitario Quironsalud Madrid, Madrid, Spain",2
Research Unit,2
"Department of Hematology, Complejo Asistencial de Ávila, Ávila, Spain",2
"Department of Surgery, University Hospital del Mar, Barcelona, Spain",2
Hospital Universitario de la Princesa,2
"Department of Radiation Oncology, Hospital del Mar, Barcelona 08003, Spain.",2
"Servicio de Neumología, Hospital Lucus Augusti, Lugo, Spain",2
"Department of Surgery, MD Anderson Cancer Center Madrid, Spain",2
"Gasol Foundation, Sant Boi de Llobregat, 08830 Barcelona, Spain",2
Centro de Investigación Biomédica en Red de la Fisiopatología de la Obesidad y Nutrición (CIBEROBN) Instituto de Salud Carlos III (ISCIII)  Madrid Spain,2
"Servicio de Neumología, Hospital La Paz, Madrid, Spain",2
"Medical Oncology Department, Complejo Hospitalario Universitario de A Coruña, Coruña, Spain",2
"Department of Rheumatology, Hospital Universitario 12 de Octubre, Madrid, Spain",2
"Servicio de Neumología, Hospital Clínico, Barcelona, Spain",2
"Servicio de Neumología, Hospital del Mar, Barcelona, Spain",2
"Physiopathology of Obesity and Nutrition Networking Biomedical Research Centre (CIBEROBN), 28029 Madrid, Spain",2
"Research Group on Community Nutrition and Oxidative Stress, University of Balearic Islands-IUNICS & IDISBA, 07122 Palma de Mallorca, Spain",2
Hospital Virgen del Rocío  Sevilla Spain,2
"Hospital Virgen del Rocío, Sevilla, Spain",2
"Medical Oncology Department, Catalan Institute of Oncology, L'Hospitalet, Spain",2
"Interventional Neuroradiology Unit, Department of Neurosciences, Germans Trias i Pujol Hospital, Badalona, Spain",2
"Servicio de Nefrología, Hospital del Mar, Barcelona, España",2
"Geriatrics Department, Hospital del Mar, Barcelona, Spain",2
"Department of Surgery, Hospital del Mar, Barcelona, Spain.",2
"Medical Oncology Department, Complejo Asistencial Universitario de Salamanca-IBSAL, Salamanca, Spain",2
"Research Institute of Biomedical and Health Sciences (IUIBS), University of Las Palmas de Gran Canaria, Las Palmas de Gran Canaria, Spain",2
"Servicio de Neumología, Hospital Universitario y Politécnico La Fe, Valencia, Spain",2
"Laboratori de Citologia Hematològica, Servei de Patologia, Grup de Recerca Translacional en Neoplàsies Hematològiques (GRETNHE), Hospital del Mar Research Institute (IMIM), Barcelona, Spain",2
"Dean Nursing Faculty, Universitat Rovira i Virgili, Tarragona, Spain",2
"Servicio de Neumología, Hospital Santa Creu i Sant Pau, Barcelona, Spain",2
"Physical Activity and Quality of Life Research Group (AFYCAV), Faculty of Sport Sciences, University of Extremadura, 10003 Caceres, Spain",2
"Department of Rheumatology, Hospital General Universitario Gregorio Marañón, Madrid, Spain",2
"Stroke Unit, Department of Neurosciences, Germans Trias i Pujol Hospital, Badalona, Spain",2
"Centro de Investigación Biomédica en Red de Salud Mental (CIBERSAM), Madrid, Spain",2
"Servicio de Neumología, Hospital San Carlos, Madrid, Spain",2
"Medical Oncology Department, Complejo Hospitalario de Orense, Orense, Spain",2
"Servicio de Neumología, Hospital San Agustín, Avilés, Asturias, Spain",2
"Medical Oncology Department, Complejo Hospitalario de Navarra, Pamplona, Spain",2
"Servicio de Neumología, Hospital Regional Universitario de Málaga, Instituto de Investigación Biomédica de Málaga (IBIMA)/Universidad de Málaga, Málaga, Spain",2
"Servicio de Neumología, Hospital Ramón y Cajal, Madrid, Spain",2
Hospital Álvaro Cunqueiro Complejo Hospitalario Universitario de Vigo (CHUVI)  Vigo Spain,2
"GlaxoSmithKline, Madrid, Spain",2
"Department of Dermatology, Urticaria Center of Reference, and Excellence (UCARE), Hospital del Mar, IMIM, Universitat Pompeu Fabra, Barcelona, Spain",2
Centro de Investigación Biomédica en Red de Fragilidad y Envejecimiento Saludable (CIBERFES) Instituto de Salud Carlos III  Madrid Spain,2
"Hospital Universitario Donostia, Donostia, Spain",2
"Department of Ophtalmology, Hospital de la Esperança (Parc de Salut Mar), Avenida Santuario, Ptge. de Sant Josep la Muntanya, 12, 08024 Barcelona, Spain",2
"Integrative Pharmacology and Systems Neurosciences Research Group, Hospital del Mar Research Institute, 08003 Barcelona, Spain",2
Barcelonaβeta Brain Research Center (BBRC) Pasqual Maragall Foundation Barcelona Spain,2
"Dermatology Department, Hospital Universitario Virgen de la Arrixaca, Murcia, Spain",2
Hospital Universitario Fundación Alcorcón  Madrid Spain,2
"Medicina Interna, Hospital Universitario A Coruña, A Coruña, España",2
"Department of Medical Sciences, School of Medicine, University of Girona, Girona, Spain",2
"CHUAC, Complejo Hospitalario Universitario de A Coruña, A Coruña, Spain",2
"Dermatology Department, Hospital Universitario Rey Juan Carlos, Madrid, Spain",2
"Unidad de Trastornos del Movimiento, Servicio de Neurología y Neurofisiología Clínica, Instituto de Biomedicina de Sevilla, Hospital Universitario Virgen del Rocío/CSIC/Universidad de Sevilla, Seville, Spain",2
"Unidad de Trastornos del Movimiento, Servicio de Neurología y Neurofisiología Clínica, Instituto de Biomedicina de Sevilla, Hospital Universitario Virgen del Rocío/CSIC/Universidad de Sevilla, 41013 Seville, Spain",2
Department of Dermatology Hospital de la Santa Creu i Sant Pau Barcelona Spain,2
"Neurology Department, Hospital del Mar, Barcelona, Spain",2
"Bioaraba Health Research Institute, Osakidetza Basque Health Service, Araba University Hospital, University of the Basque Country UPV/EHU, Vitoria-Gasteiz, Spain",2
"Hospital Universitario Fundación Jiménez Díaz, Madrid, Spain",2
"Biochemistry Department, UDIAT Diagnostic Center, Institute of Investigation and Innovation Parc Tauli (I3PT), Sabadell, Spain",2
"Hospital Universitario Fundación de Alcorcón, Madrid, Spain",2
"Hospital Clínico Universitario Lozano Blesa, Zaragoza, Spain",2
Department of Dermatology Hospital Universitario Infanta Sofía  San Sebastián de los Reyes Spain,2
"Department of Medicine, Autonomous University of Barcelona, 08193 Barcelona, Spain",2
"Hospital Universitario Central de Asturias, 33011 Oviedo, Spain",2
"Hospital Costa del Sol, Málaga, Spain",2
"Hospital Costa del Sol, Marbella, Spain",2
"Hospital Universitario Central de Asturias, Oviedo, Spain.",2
"Dermatology Department, Hospital Universitario de La Princesa, Madrid, Spain",2
"August Pi i Sunyer Biomedical Research Institute (IDIBAPS), 08036 Barcelona, Spain",2
"Hospital Clínico Universitario de Salamanca, Salamanca, Spain.",2
Department of Dermatology Hospital Universitario Rey Juan Carlos  Móstoles Spain,2
Avance online de artículo en prensa,2
"Hospital Universitario Clínico San Carlos, 28040 Madrid, Spain",2
"Rheumatology Department, INIBIC-Hospital Universitario A Coruña, A Coruña, Spain",2
"Rheumatology Department, Hospital del Mar/Parc de Salut Mar, Barcelona, Spain",2
"Department of Medicine and Life Sciences, Universitat Pompeu Fabra, 08003 Barcelona, Spain",2
"Barcelona Biomedical Research Park (PRBB), University Pompeu Fabra, Barcelona, Spain",2
"Department of Medicine and Life Sciences, Pompeu Fabra University, Barcelona, Spain",2
"Department of Dermatology Hospital Universitario de Gran Canaria Doctor Negrín, Universidad de Las Palmas de Gran Canaria  Las Palmas de Gran Canaria Spain",2
"Rheumatology Department, Parc de Salut Mar, Barcelona, Spain",2
"Institut d'Assistència Sanitària (IAS) - Institut Català de la Salut, Girona, Spain",2
"Hospital Clinic, Barcelona, Spain",2
"Servicio de Cardiología, Hospital Clínico Universitario de Valladolid, Valladolid, Spain",2
Hospital Clinic de Barcelona,2
"Hospital Universitario La Fe, Valencia, Spain.",2
"Hospital Central de Asturias, Oviedo, Spain",2
"Hospital Can Misses, Ibiza, Spain",2
"Unidad de Investigación, Sociedad Española de Reumatología, Madrid, Spain",2
"Dermatology Department, Hospital Universitario La Fe, Valencia, Spain",2
Unidad de Investigación of the Fundación Piel Sana AEDV of the Spanish Academy of Dermatology  Madrid Spain,2
"Rheumatology Department, Hospital Universitario La Princesa, Madrid, Spain",2
"Medical Oncology, Hospital Universitario Miguel Servet, Zaragoza, Spain",2
"Department of Dermatology, Complejo Hospitalario Universitario de Pontevedra, Pontevedra, Spain",2
"Department of Medical Oncology, Hospital del Mar-CIBERONC, Barcelona, Spain",2
"Dermatology Department, Hospital Universitari Germans Trias i Pujol, IGTP, UAB, Barcelona, Spain",2
"Hospital Universitario La Paz, Madrid, Spain.",2
"Endocrine Surgery Unit, Hospital del Mar, Barcelona, Spain",2
"Medical Oncology, Hospital Universitario 12 de Octubre, Madrid, Spain",2
Hospital Universitario La Paz,2
"Hospital Universitario Germans Trias i Pujol, Barcelona, Spain",2
"Hospital Clínic of Barcelona, Barcelona, Spain",2
"Dermatology Department, Hospital Universitario Infanta Sofia, Madrid, Spain",2
"Servicio de Cardiología, Complexo Hospitalario Universitario de A Coruña, A Coruña, Spain",2
"Hospital Clínic de Barcelona, Barcelona, Spain.",2
"Servicio de Cardiología, Hospital Arnau de Vilanova, Valencia, España",2
"Hospital Clínic de Barcelona, 08036 Barcelona, Spain",2
"Neurology Department, Ramón y Cajal University Hospital, Madrid, Spain",2
"Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS), Imaging of Mood- and Anxiety-Related Disorders (IMARD), University of Barcelona, CIBERSAM, Instituto de Salud Carlos III, Barcelona, Spain",2
"Rheumatology Department, Hospital Universitario Son Llàtzer, Mallorca, Spain",2
"Hospital Universitario HM Sanchinarro, Madrid, Spain",2
"Servicio de Cardiología, Hospital Clínic de Barcelona, Barcelona, Spain",2
"Servicio de Cardiología, Hospital Clínico San Carlos, Madrid, Spain",2
"Emergency Department, Hospital del Mar, Barcelona, Spain",2
"Department of Orthopedics, Hospital del Mar, Parc de Salut Mar, Barcelona, Spain",2
"Hospital Universitario Infanta Sofía, Madrid, Spain",2
"Unidad de Lípidos y Riesgo Vascular, Hospital del Mar, Universitat Autònoma de Barcelona, Barcelona, España",2
"Unidad de Lípidos y Riesgo Vascular, Hospital del Mar, Barcelona, España",2
"Dermatology Department, Hospital Universitario Arnau Vilanova, Valencia, Spain",2
"Institut d'Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS), Imaging of Mood- and Anxiety-Related Disorders (IMARD), CIBERSAM, Barcelona, Spain",2
"Hospital Lozano Blesa, Zaragoza, Spain",2
"Hospital Universitari Arnau de Vilanova, Lleida, Spain",2
Instituto de Investigación Sanitaria Gregorio Marañón  Madrid Spain,2
"Department of Nephrology, Hospital Universitario 12 de Octubre, 28041 Madrid, Spain",2
"Hospital La Fe, Valencia, Spain",2
"Department of Nephrology, Hospital Universitario 12 de Octubre , Madrid , Spain",2
Instituto de Investigación Sanitaria La Princesa  Madrid Spain,2
Hospital Infanta Sofía  Madrid Spain,2
Department of Dermatology Hospital Universitario Infanta Sofía  Madrid Spain,2
"Institute of Neuropsychiatry and Addictions, Parc de Salut Mar, Barcelona, Spain",2
"Hospital Universitari Joan XXIII, Tarragona, Spain",2
"University Pompeu Fabra, Barcelona, Spain",2
"Hospital Gregorio Marañón, Madrid, Spain",2
"Hospital Gregorio Maranon, Madrid, Spain",2
Instituto de Investigación Sanitaria de Castilla‐La Mancha (IDISCAM)  Madrid Spain,2
"University Hospital Virgen de la Victoria, Malaga, Spain",2
"Department of Angiology and Vascular Surgery, Hospital del Mar, Barcelona, Spain",2
Instituto de Investigación Sanitaria de Navarra (IdiSNA)  Pamplona Spain,2
"Hospital Infanta Leonor, Madrid, Spain",2
"Hospital Reina Sofía, Córdoba, Spain",2
"Hospital Rey Juan Carlos, 28933 Madrid, Spain",2
acuerdo de publicación y cesión de derechos,2
"Department of Nephrology, Hospital del Mar Barcelona, Barcelona, Spain",2
"Instituto Valenciano de Oncología, Valencia, Spain",2
"Sección de Medicina Interna, Unidad de Lípidos y Riesgo Cardiovascular, Hospital Abente y Lago Complejo Hospitalario Universitario A Coruña, La Coruña, España",2
